Country,ISO3,Region,income category,HepBintroduced,HepBintroducedBirth,HepB3dose,HepBbirth,schedule,Type,PreU5EstPre,PreU5EstPreLowCI,PreU5EstPreHighCI,PreU5EstCar,PreU5EstCarLowCI,PreU5EstCarHighCI,PreGPEstPre,PreGPEstPreLowCI,PreGPEstPreHighCI,PreGPEstCar,PreGPEstCarLowCI,PreGPEstCarHighCI,PostU5EstPre,PostU5EstPreLowCI,PostU5EstPreHighCI,PostU5EstCar,PostU5EstCarLowCI,PostU5EstCarHighCI,PostGPEstPre,PostGPEstPreLowCI,PostGPEstPreHighCI,PostGPEstCar,PostGPEstCarLowCI,PostGPEstCarHighCI,NumCarPrevU5,NumCarPrevU5LowCI,NumCarPrevU5HighCI,NumCarPrevGP,NumCarPrevGPLowCI,NumCarPrevGPHighCI,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop2010,pop2011,pop2012,pop2013,pop2014,pop2015,U51990,U51995,U52000,U52005,U52010,U52015,births-1980-1985,births-1985-1990,births-1990-1995,births-1995-2000,births-2000-2005,births-2005-2010,births-2010-2015,InfMort1985-1990,InfMort1990-1995,InfMort1995-2000,InfMort2000-2005,InfMort2005-2010,InfMort2010-2015,UrbPop1990,UrbPop1995,UrbPop2000,UrbPop2005,UrbPop2010,UrbPop2015,Cov_HepB_BD_2015,Cov_HepB_BD_2014,Cov_HepB_BD_2013,Cov_HepB_BD_2012,Cov_HepB_BD_2011,Cov_HepB_BD_2010,Cov_HepB_BD_2009,Cov_HepB_BD_2008,Cov_HepB_BD_2007,Cov_HepB_BD_2006,Cov_HepB_BD_2005,Cov_HepB_BD_2004,Cov_HepB_BD_2003,Cov_HepB_BD_2002,Cov_HepB_BD_2001,Cov_HepB_BD_2000,Cov_HepB3_2015,Cov_HepB3_2014,Cov_HepB3_2013,Cov_HepB3_2012,Cov_HepB3_2011,Cov_HepB3_2010,Cov_HepB3_2009,Cov_HepB3_2008,Cov_HepB3_2007,Cov_HepB3_2006,Cov_HepB3_2005,Cov_HepB3_2004,Cov_HepB3_2003,Cov_HepB3_2002,Cov_HepB3_2001,Cov_HepB3_2000,Cov_HepB3_1999,Cov_HepB3_1998,Cov_HepB3_1997,Cov_HepB3_1996,Cov_HepB3_1995,Cov_HepB3_1994,Cov_HepB3_1993,Cov_HepB3_1992,Cov_HepB3_1991,Cov_HepB3_1990,PreU5EstPre-region,PreU5EstPreLowCI-region,PreU5EstPreHighCI-region,PreU5EstCar-region,PreU5EstCarLowCI-region,PreU5EstCarHighCI-region,PreGPEstPre-region,PreGPEstPreLowCI-region,PreGPEstPreHighCI-region,PreGPEstCar-region,PreGPEstCarLowCI-region,PreGPEstCarHighCI-region,PostU5EstPre-region,PostU5EstPreLowCI-region,PostU5EstPreHighCI-region,PostU5EstCar-region,PostU5EstCarLowCI-region,PostU5EstCarHighCI-region,PostGPEstPre-region,PostGPEstPreLowCI-region,PostGPEstPreHighCI-region,PostGPEstCar-region,PostGPEstCarLowCI-region,PostGPEstCarHighCI-region,NumCarPrevU5-region,NumCarPrevU5LowCI-region,NumCarPrevU5HighCI-region,NumCarPrevGP-region,NumCarPrevGPLowCI-region,NumCarPrevGPHighCI-region,PreU5EstPre-income,PreU5EstPreLowCI-income,PreU5EstPreHighCI-income,PreU5EstCar-income,PreU5EstCarLowCI-income,PreU5EstCarHighCI-income,PreGPEstPre-income,PreGPEstPreLowCI-income,PreGPEstPreHighCI-income,PreGPEstCar-income,PreGPEstCarLowCI-income,PreGPEstCarHighCI-income,PostU5EstPre-income,PostU5EstPreLowCI-income,PostU5EstPreHighCI-income,PostU5EstCar-income,PostU5EstCarLowCI-income,PostU5EstCarHighCI-income,PostGPEstPre-income,PostGPEstPreLowCI-income,PostGPEstPreHighCI-income,PostGPEstCar-income,PostGPEstCarLowCI-income,PostGPEstCarHighCI-income,NumCarPrevU5-income,NumCarPrevU5LowCI-income,NumCarPrevU5HighCI-income,NumCarPrevGP-income,NumCarPrevGPLowCI-income,NumCarPrevGPHighCI-income
United Kingdom of Great Britain and Northern Ireland,GBR,EURO,High income,2015,2016,,,"birth; 4, 8 weeks; 1 year;",HepB_Pediatric (High risk groups only),0.2,0.2,0.3,9,7,13,0.2,0.2,0.3,145,109,196,0.2,0.2,0.3,9,7,13,0.2,0.2,0.3,145,109,196,0,0,0,15,11,21,57183.331,57339.447,57494.538,57650.473,57810.771,57978.321,58156.745,58346.673,58544.938,58746.728,58950.848,59149.343,59348.953,59580.222,59884.128,60286.754,60802.801,61414.66,62076.221,62722.607,63306.843,63811.882,64250.33,64641.11,65015.686,65397.08,3826.085,3815.042,3553.42,3453.669,3903.691,4042.918,3606.937,3902.252,3813.224,3648.991,3405.544,3889.075,3999.627,8.981,6.686,5.831,5.293,4.827,4.072,78.14,78.353,78.651,79.915,81.302,82.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Georgia,GEO,EURO,Upper middle income,1999,2001,94,93,"birth; 2, 3, 4 months;",HepB_Pediatric; DTaPHibHepIPV,2.5,1.7,3.4,7,5,9,2.5,1.8,3.4,99,70,133,0.3,0.2,0.4,1,0,1,2.1,1.5,2.8,84,59,113,6,4,8,16,11,22,5410.372,5370.649,5298.086,5204.634,5107.674,5020.061,4945.566,4881.248,4825.186,4773.169,4722.059,4672.162,4624.88,4579.082,4533.329,4486.547,4438.896,4390.535,4340.514,4287.696,4231.661,4171.256,4107.719,4045.91,3992.346,3951.524,464.792,385.233,286.904,249.646,277.702,275.313,479.139,486.027,406.7,310.543,273.526,297.251,293.667,44.002,45.001,37.54,29.001,20.166,11.194,55.038,53.841,52.638,52.47,52.869,53.641,93,95,80,92,93,95,73,99,99,97,93,92,90,80,69,,94,91,96,92,89,95,54,89,94,84,79,64,48,51,61,55,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Ghana,GHA,AFRO,Lower middle income,2001,2016,88,,"6, 10, 14 weeks;",DTwPHibHepB,11.5,9.3,14.3,466,377,580,11.4,9.6,13.7,3132,2625,3759,3.6,2.5,5,146,102,203,8.6,7.2,10.3,2365,1973,2835,318,241,416,1029,825,1272,14628.26,15039.514,15463.854,15896.432,16330.174,16760.467,17185.608,17608.812,18036.494,18477.612,18938.762,19421.605,19924.522,20446.782,20986.536,21542.009,22113.425,22700.212,23298.64,23903.831,24512.104,25121.796,25733.049,26346.251,26962.563,27582.821,2455.843,2693.876,2974.014,3242.706,3622.297,4022.859,2484.583,2743.846,2959.155,3245.069,3502.253,3880.759,4261.208,82.745,72.51,66.907,60.911,55.35,46.473,36.441,40.14,43.929,47.308,50.713,54.042,,,,,,,,,,,,,,,,,88,98,90,92,91,94,94,93,94,84,84,80,80,80,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Guinea,GIN,AFRO,Low income,2006,2016,51,,"6, 10, 14 weeks;",DTwPHibHepB,15.3,8.1,25.8,313,165,527,15.2,7.8,25.3,1915,984,3194,7.5,3.7,14,153,76,286,13,6.6,21.8,1639,833,2746,154,81,261,627,316,1061,6041.094,6374.329,6758.838,7163.236,7544.291,7871.173,8132.552,8337.988,8503.297,8653.769,8808.546,8971.139,9137.345,9309.848,9490.229,9679.745,9881.428,10096.727,10323.142,10556.524,10794.17,11035.17,11281.469,11536.615,11805.509,12091.533,1080.294,1398.69,1540.407,1659.749,1807.732,1949.417,1136.15,1307.353,1591.312,1825.137,1930.669,2030.682,2144.364,142.392,128.231,111.714,95.22,77.693,65.733,28.026,29.475,31.017,32.807,34.856,37.161,,,,,,,,,,,,,,,,,51,51,63,62,63,64,57,57,57,,,,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Gambia,GMB,AFRO,Low income,1991,2000,97,98,"birth; 2, 3, 4 months;",HepB monovalent; DTwPHibHepB,11.1,8.9,13.7,41,33,50,11,9,13.4,220,179,266,1.2,0.8,1.7,4,3,6,5.8,4.7,7.1,115,94,140,36,29,45,110,89,136,916.808,949.493,979.718,1008.358,1036.829,1066.223,1096.708,1128.169,1160.944,1195.42,1231.844,1270.495,1311.349,1354.194,1398.573,1444.204,1491.021,1539.116,1588.572,1639.56,1692.149,1746.363,1802.125,1859.324,1917.852,1977.59,175.068,201.67,232.559,271.551,310.434,351.973,167.109,198.508,232.435,262.616,298.947,336.614,377.816,81.563,76.084,67.134,59.381,52.383,49.846,38.312,43.362,47.868,52.342,56.297,59.632,98,96,93,97,90,93,94,96,96,96,95,95,95,95,95,95,97,96,97,98,96,97,97,98,97,95,95,95,94,92,91,91,93,92,94,88,87,57,56,,78,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Guinea-Bissau,GNB,AFRO,Low income,2008,2016,80,,"6,10,14 weeks;",DTwPHibHepB,6.1,0.5,44.4,18,1,128,6,0.5,43.3,111,8,799,2.1,0.2,20.5,6,1,59,5.1,0.4,38.3,94,8,707,11,1,68,37,3,261,1012.28,1037.155,1062.8,1088.569,1113.541,1137.122,1159.06,1179.727,1199.915,1220.794,1243.229,1267.512,1293.523,1321.202,1350.345,1380.838,1412.669,1445.958,1480.841,1517.448,1555.88,1596.154,1638.139,1681.495,1725.744,1770.526,186.648,201.652,213.452,227.553,255.954,285.494,212.02,226.999,242.375,251.428,267.016,292.238,319.501,128.44,121.468,109.118,101.031,91.1,80.444,28.131,32.633,36.654,40.867,45.221,49.332,,,,,,,,,,,,,,,,,80,80,80,80,80,80,80,,,,,,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Equatorial Guinea,GNQ,AFRO,Upper middle income,2013,2016,16,,"birth; 6, 10, 14 weeks;",HepB_Pediatric (From October 2017); DTwPHibHepB,9.5,7.4,12.2,12,9,16,9.5,7.6,11.6,80,64,98,8.7,6.8,11.2,11,9,14,9.3,7.5,11.4,79,64,96,1,1,1,19,15,23,426.846,440.624,455.148,470.61,487.14,504.871,523.999,544.636,566.673,589.938,614.323,639.762,666.407,694.611,724.817,757.317,792.217,829.327,868.418,909.111,951.104,994.29,1038.593,1083.746,1129.424,1175.389,74.334,84.308,102.044,123.943,150.144,176.334,66.935,84.072,96.813,115.803,138.568,165.25,191.389,120.911,110.647,99.331,89.746,80.41,69.976,34.745,38.834,38.806,38.856,39.223,39.923,,,,,,,,,,,,,,,,,16,20,,,,,,,,,,,,,,,,,,,,,,,,,7.9,5.8,11.1,12545,9295,17765,7.6,5.8,10.6,75409,57512,104420,3,2,4.7,4883,3334,7571,6.1,4.6,8.5,59863,45409,83665,7631,5388,10905,26758,19760,37788,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Greece,GRC,EURO,High income,1990,2016,96,,"birth or 2 months; 4, 6 months; >= 19 years;",HepB_Pediatric; HepB_Adult,1.4,1,1.8,7,5,9,1.4,1.1,1.7,148,118,189,0.4,0.3,0.5,2,1,3,1.1,0.9,1.5,125,99,160,5,4,7,27,21,35,10248.537,10341.892,10451.417,10569.422,10684.818,10789.375,10880.912,10961.123,11030.393,11090.266,11142.119,11184.398,11216.799,11243.567,11270.476,11301.204,11338.77,11380.897,11419.647,11443.828,11446.005,11422.805,11378.257,11321.3,11264.726,11217.8,570.938,549.415,551.774,557.727,584.861,503.532,704.579,571.704,551.817,552.855,555.592,596.473,509.145,11.526,8.449,6.606,4.551,3.483,3.274,71.467,72.119,72.716,74.452,76.292,78.007,,,,,,,,,,,,,,,,,96,96,98,98,95,95,95,95,95,94,93,92,92,91,90,89,88,69,50,12,12,2,2,15,10,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Grenada,GRD,PAHO,Upper middle income,2000,2016,92,,"birth; 6-8, 16-20, 24-28 weeks; 18 years (x3);",HepB_Pediatric (Babies born to HepBsAg positive mothers); DTwPHibHepB; HepB_Adult (at risk groups),1.7,0.2,14.2,0,0,1,1.7,0.2,14.5,2,0,15,0.5,0.1,4.4,0,0,0,1.4,0.2,11.8,1,0,12,0,0,1,0,0,3,96.283,96.454,97.198,98.305,99.405,100.255,100.796,101.122,101.309,101.442,101.619,101.849,102.1,102.375,102.656,102.949,103.259,103.586,103.93,104.296,104.677,105.075,105.481,105.909,106.36,106.823,14.8,11.82,10.455,9.267,9.696,9.936,15.356,15.481,12.176,10.463,9.604,10.006,10.241,22.117,17.532,13.875,12.034,10.184,9.58,33.428,34.548,35.871,35.916,35.681,35.591,,,,,,,,,,,,,,,,,92,97,97,97,94,97,99,99,96,91,99,83,97,98,96,,,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Guatemala,GTM,PAHO,Lower middle income,2004,2010,74,32,"birth; 2, 4, 6 months; 1st contact; +1, +6 months;",HepB_Pediatric; DTwPHibHepB; HepB_Adult (at risk groups),0.2,0.1,0.3,4,3,7,0.2,0.1,0.3,32,21,52,0.1,0,0.1,1,1,2,0.2,0.1,0.3,26,17,41,3,2,5,10,6,17,9263.813,9483.27,9708.544,9938.692,10172.297,10408.489,10646.674,10887.634,11133.501,11387.203,11650.743,11924.946,12208.848,12500.478,12796.925,13096.028,13397.008,13700.286,14006.366,14316.208,14630.417,14948.919,15271.056,15596.214,15923.559,16252.429,1579.828,1766.975,1895.158,1991.122,1948.268,1994.029,1657.657,1725.71,1902.85,2014.952,2089.449,2021.789,2055.174,68.106,55.332,44.945,37.257,31.265,26.945,41.117,43.11,45.127,47.172,49.323,51.571,32,22,32,35,31,15,,,,,,,,,,,74,73,85,96,88,94,92,95,85,89,87,,,,,,,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Guyana,GUY,PAHO,Upper middle income,2000,2016,95,,"2, 4, 6 months; 15 years;",DTwPHibHepB; HepB_Adult (eligible persons),3.5,0.2,40.6,2,0,27,3.5,0.2,39.5,26,2,302,1,0.1,14.7,1,0,10,2.8,0.2,32.7,22,1,250,2,0,17,7,0,77,743.309,744.289,748.134,753.484,758.342,761.291,761.861,760.51,757.952,755.278,753.301,752.263,751.884,751.857,751.652,750.946,749.601,747.869,746.314,745.693,746.556,749.1,753.091,758.081,763.393,768.514,89.883,99.613,95.937,83.235,74.734,75.166,120.561,107.428,106.408,102.192,90.86,79.998,79.741,49.866,44.924,40.472,36.545,34.396,33.211,29.583,29.137,28.694,28.301,28.239,28.553,,,,,,,,,,,,,,,,,95,98,98,97,93,95,98,93,94,93,93,91,90,91,85,,,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,5,3.8,6.8,9354,7204,12759,5.4,4.4,7,141515,113024,183077,0.67,0.45,1.05,1267,845,1976,4.57,3.66,5.88,118877,95081,152874,8091,6039,11006,25987,20159,34973
Honduras,HND,PAHO,Lower middle income,1999,2007,85,72,"birth; 2, 4, 6 months; 1st contact; +1, +6 months;",HepB_Pediatric; DTwPHibHepB; HepB_Adult (risk group),1.7,0.1,17.1,14,1,139,1.7,0.1,17.3,136,9,1397,0.3,0,2.8,2,0,23,1.3,0.1,12.9,101,7,1043,12,1,117,42,3,415,4955.328,5099.951,5247.836,5398.805,5552.625,5709.051,5867.849,6028.882,6192.026,6357.221,6524.283,6693.061,6863.157,7033.821,7204.153,7373.43,7541.406,7707.972,7872.658,8035.021,8194.778,8351.6,8505.646,8657.785,8809.216,8960.829,857.546,947.556,1003.492,1029.539,999.747,954.683,848.171,915.797,999.482,1048.203,1069.908,1037.076,988.085,52.963,43.029,35.04,31.207,29.426,27.773,40.46,42.941,45.458,48.516,51.696,54.73,72,69,62,63,77,78,72,61,44,,,,,,,,85,85,87,88,91,95,98,93,94,95,98,94,92,95,96,94,,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Croatia,HRV,EURO,High income,2006,2012,94,,"2, 4, 6 months; 1 year; 13 years (x3);",DTaPHibHepIPV; HepB_Pediatric,1,0.7,1.3,2,1,3,1,0.7,1.3,41,30,54,0.1,0.1,0.2,0,0,0,0.9,0.7,1.2,37,27,49,2,1,2,6,4,7,4776.372,4760.003,4732.862,4697.535,4657.802,4616.763,4574.887,4532.399,4491.902,4456.433,4428.072,4408.08,4395.819,4388.946,4383.92,4378.057,4370.699,4362.266,4352.428,4341.084,4328.153,4313.371,4296.526,4277.806,4257.533,4236.016,293.13,243.066,242.5,206.134,218.74,204.975,328.046,296.557,247.397,245.151,207.657,218.836,206.105,13.513,10.213,7.106,6.517,5.748,3.948,54.039,54.892,55.587,56.406,57.537,58.964,,98,98,96,98,,,,,,,,,,,,94,95,96,98,97,97,97,97,95,,,,,,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Haiti,HTI,PAHO,Low income,2012,2016,60,,"6, 10, 14 weeks;",DTwPHibHepB,3.2,2.1,4.8,40,26,59,3.2,2.1,4.6,344,227,490,2,1.3,3.1,25,16,38,3.1,2,4.4,329,217,469,15,9,23,86,55,129,7099.732,7243.391,7386.975,7530.705,7674.911,7819.806,7965.553,8111.951,8258.483,8404.398,8549.2,8692.567,8834.733,8976.552,9119.178,9263.404,9409.457,9556.889,9705.029,9852.87,9999.617,10145.054,10289.21,10431.776,10572.466,10711.061,1158.574,1185.891,1218.649,1226.034,1247.66,1237.543,1290.564,1317.171,1324.024,1336.194,1324.48,1340.423,1320.438,100.957,85.783,70.253,56.047,52.212,46.943,28.51,32.59,35.6,44.084,52.016,58.645,,,,,,,,,,,,,,,,,60,48,68,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.6,2.4,675,417,1790,0.9,0.6,2.1,8345,5485,20385,0.2,0.1,0.5,133,73,406,0.7,0.4,1.6,6623,4359,16088,540,330,1395,2072,1320,5198,8.3,6,12.6,8468,6106,12909,7.9,5.8,12.6,50684,37266,80493,3.4,2.29,5.55,3483,2341,5676,6.37,4.65,10.29,40633,29675,65676,4954,3369,7698,17920,12878,27487
Hungary,HUN,EURO,High income,2015,2016,,,12 years (x2);,HepB monovalent,0.4,0.2,1,2,1,4,0.5,0.2,1,44,19,94,0.4,0.2,1,2,1,4,0.5,0.2,1,44,19,94,0,0,0,4,2,9,10377.651,10363.564,10359.143,10359.589,10358.122,10349.838,10332.989,10309.022,10280.145,10249.959,10221.051,10194.005,10167.872,10141.956,10115.081,10086.465,10055.897,10023.887,9991.201,9958.942,9927.84,9898.204,9869.684,9841.697,9813.335,9783.925,614.466,597.582,494.053,476.122,482.509,446.927,668.721,630.282,606.504,499.783,475.883,477.072,447.403,17.057,13.172,9.583,7.437,5.657,4.871,65.838,65.209,64.575,66.354,68.859,71.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
Indonesia,IDN,SEARO,Lower middle income,1991,2016,81,,"2, 3, 4, 18 months; 0-7 days;",DTwPHibHepB; HepB monovalent,3.2,2.3,4.3,791,583,1060,3.2,2.4,4.1,8172,6193,10594,1.1,0.7,1.6,265,171,386,2.4,1.8,3.1,6267,4668,8084,522,371,737,2449,1829,3210,181436.821,184615.979,187766.086,190879.523,193945.272,196957.849,199914.831,202826.465,205715.544,208612.556,211540.429,214506.502,217508.059,220545.214,223614.649,226712.73,229838.202,232989.141,236159.276,239340.478,242524.123,245707.511,248883.232,252032.263,255131.116,258162.113,22252.805,21890.868,21307.215,22680.512,23793.078,24592.48,24792.723,23781.738,23112.569,22281.415,24091.343,25000.466,25326.902,68.302,56.164,45.248,36.48,29.677,24.959,30.584,36.076,42.002,45.937,49.924,53.742,,,,,,,,,,,,,,,,,81,81,85,83,81,83,82,82,76,66,65,64,64,63,62,65,77,76,65,62,50,42,43,28,,,2.4,1.7,4.5,4267,3010,8040,2.4,1.7,4.6,46011,33522,88736,0.7,0.5,1.6,1238,818,2830,2,1.5,4,39359,28800,76506,3012,2049,5336,11800,8445,21700,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
India,IND,SEARO,Lower middle income,2003,2008,87,44,"Birth; 6, 10, 14 weeks;",HepB monovalent; DTwPHibHepB,1.8,1.4,2.4,2280,1726,2924,1.8,1.5,2.3,24071,19322,29569,0.5,0.4,0.7,631,473,810,1.7,1.3,2,21636,17501,26462,1635,1202,2166,5960,4646,7528,870133.48,888054.875,906021.106,924057.817,942204.249,960482.795,978893.217,997405.318,1015974.042,1034539.214,1053050.912,1071477.855,1089807.112,1108027.848,1126135.777,1144118.674,1161977.719,1179681.239,1197146.906,1214270.132,1230980.691,1247236.029,1263065.852,1278562.207,1293859.294,1309053.98,121428.324,124391.291,127607.001,129579.44,128484.52,121415.293,131151.099,136178.319,137429.722,138960.39,139112.665,136175.517,127304.801,93.141,81.92,71.013,59.935,49.844,41.275,25.547,26.607,27.667,29.235,30.93,32.747,44,41,37,23,8,8,8,8,,,,,,,,,87,79,70,73,44,38,37,29,6,6,8,6,,,,,,,,,,,,,,,2.4,1.7,4.5,4267,3010,8040,2.4,1.7,4.6,46011,33522,88736,0.7,0.5,1.6,1238,818,2830,2,1.5,4,39359,28800,76506,3012,2049,5336,11800,8445,21700,4,3,6,12551,9367,18748,3.6,2.8,5.5,105876,81134,161331,1.25,0.87,2.08,3936,2749,6544,2.97,2.28,4.56,86777,66614,133271,8595,6143,12776,30465,22763,45774
Ireland,IRL,EURO,High income,2009,2016,95,,"2, 4, 6 months; 1st contact; +1, +5 months;",DTaPHibHepIPV; HepB_Adult (defined risk groups),0,0,0.1,0,0,0,0,0,0.1,2,1,3,0,0,0,0,0,0,0,0,0.1,2,1,3,0,0,0,0,0,0,3569.257,3576.375,3588.594,3605.665,3626.799,3651.545,3679.849,3712.464,3750.57,3795.699,3848.776,3909.293,3976.288,4049.547,4128.749,4212.977,4303.37,4398.073,4489.589,4568.064,4626.928,4662.579,4678.117,4681.967,4686.347,4700.107,279.685,250.132,269.164,306.555,362.069,352.875,342.107,278.311,247.51,270.776,310.685,356.425,358.493,8.311,6.577,6.074,5.244,3.701,3.406,56.906,57.92,59.146,60.477,61.84,63.241,,,,,,,,,,,,,,,,,95,95,95,95,95,46,,,,,,,,,,,,,,,,,,,,,2.3,1.6,3.8,1296,907,2156,2,1.4,3.2,18019,13147,28637,0.4,0.2,0.8,233,144,439,1.6,1.2,2.6,14705,10744,23468,1059,726,1773,3757,2679,6015,1,0.8,1.6,664,486,1040,1.1,0.8,1.6,12291,9346,18094,0.37,0.25,0.62,235,162,392,0.9,0.69,1.34,10352,7862,15312,427,305,670,2445,1814,3649
